Feature1,Feature2,Feature3
21.861290875206144,67.95087252396598,27.129214666038447
21.466191840287138,69.4518838574401,27.08459180870518
21.40124459335332,68.46081261459807,26.868579417411006
21.19202126838342,69.4340317792089,26.873754808388753
21.50341680495015,68.01319474016822,27.163994713748117
21.540078221262178,68.26657814320133,27.01930004113474
21.626435393137754,68.27602737871409,26.97683489734531
21.83697575194957,68.69854375059413,26.85784045508686
21.33814956241322,68.69089622532368,26.923998163923482
21.56407932353035,69.09239014212194,27.03807745339464
21.34791712095124,68.55310440204848,26.98734859583217
21.469618057984096,69.21411180852354,27.076458133044525
21.18360092318459,69.59194759689825,26.964495525864766
21.269939900031854,68.7050230630621,27.02188064033436
21.654934120619735,70.16771662441445,26.841064094047958
21.290021172914425,68.58528611868898,26.71365975555354
21.4870961800268,67.55954198282801,27.013849667708097
21.630466852826434,68.38730088724732,26.65621102419987
21.558421296551018,68.25532964573055,27.098954549607168
21.647441371205733,69.21355583610774,26.442911958007453
21.670736804151552,68.37838919565455,26.86574316763498
21.483399335405462,69.41524291994875,26.80959110312383
21.506496096980996,68.13525166380522,26.845965858056744
21.728872366556132,68.41851589186707,26.834799437998694
21.49451563674232,68.80516770597508,26.933238283335182
21.389610417196682,67.22961579491174,27.271216234105108
21.623102939771332,68.31371851015994,26.697978649369233
21.63772800517969,69.2258541892851,26.866568452802877
21.657420424020913,69.21528599899156,26.74533221305324
21.563660574405805,69.04330809754599,26.767087504810235
21.497314383421166,68.2329182681587,27.09792926953227
21.539398293872043,68.65643543217232,27.224687961981548
21.529120803331562,68.50633187357364,26.36902193292634
21.715219895659587,69.14177816864131,27.161378614554287
21.597524699883056,68.09392272642886,26.898792354144145
21.804114501172364,68.75948321755017,26.83829954369837
21.60957917511467,69.24576425602613,26.7928238829037
21.432082246314014,69.22730204291118,27.00316205923194
21.42659062985671,68.00232320172535,27.117491687818823
21.35133402957776,67.85671940707584,27.211143359054393
21.598921157190546,68.65016533712551,26.692356505947657
21.635682330012475,68.75348272508573,26.94018468754312
21.573972577604238,68.38823660258298,26.804297770383585
21.58508662928904,68.57792678854065,27.07789568600262
21.37698353790822,68.80149167476276,26.941967578230546
21.714240796270445,68.70586963657885,27.014224734731297
21.70279493675423,68.30666072603613,27.093030432511448
21.75902532459483,68.63900997368671,26.871493887771692
21.65184958495976,67.36798640947848,26.823291419898503
21.68134621101131,68.06679213013697,27.03364797035099
21.444852877933965,69.92215754265047,26.72415021230877
21.48378136839671,69.48934274505109,27.10189114451707
21.72650599834648,67.94972962235856,26.920984892885706
21.493425403304226,68.54712002935466,27.28356196672831
21.59540056580612,68.9845906567892,27.093313933618266
21.55275764559547,68.51314223540717,27.041909044379366
21.168290532597773,68.3098205406715,27.377285785877493
21.334927596313964,69.05781533649288,26.844134912692883
21.406547248274833,68.58578871259822,27.17963068319171
21.620718201101575,68.87214779641943,27.12864954349641
21.345773250097444,68.09078606453146,26.844990965302
21.536275216555858,68.6056868371171,27.20721132793291
21.38459911475207,68.8588395099834,26.76606114095875
21.602009491250165,67.77671541384194,26.892456864174136
21.41751824853838,69.4035181907867,27.04569888710268
21.601203882749786,69.07614256269125,27.120159661218796
21.579342755712776,68.34563708549221,26.755564371501855
21.52376087393755,68.28606060599343,26.531235402711552
21.731191174919655,69.20296585660223,27.071567474677376
21.51831438785066,68.2221916704053,27.111881857751563
21.382493806770484,68.50821976551056,27.08295165581411
21.535365295258618,70.1296544986857,26.80622006080722
21.55070267013155,69.06616577037775,26.635294241964893
21.691747614399215,68.43573180510154,26.825166104768595
21.506406074095477,68.42380521574239,26.660276331625965
21.432950038599806,67.57128666121716,26.929734680890753
21.592687899527345,68.32847978958476,27.0012592411335
21.53289642633543,68.001622917924,26.899368724857815
21.34654310079907,70.42405991434843,26.776106606316425
21.59153343950772,68.89375847612608,26.179613062318023
21.587105713047094,68.14958485866428,27.259659983811652
21.444078918551877,68.1334999978158,26.88239618688759
21.583924895626463,69.88248946496759,26.9135931931411
21.54964483144103,69.38968155936756,26.73866127862609
21.531358257704348,68.28974832056002,26.59674893414791
21.295126530677944,69.44418116806166,26.884771537611012
21.537045586931026,68.69931233791493,26.878672740089897
21.67290198618508,68.58204716275843,27.26981314371877
21.40232001208364,68.9995757655263,26.84382837184386
21.475417574880463,69.27568926620488,26.742880409412326
21.4240232986827,68.73647648247834,26.951363576168685
21.56407673446538,68.60898242349643,26.53325280309539
21.736969661690686,67.7807311193685,26.899906967835896
21.23908107779275,69.50469892991448,27.072657985666524
21.53730890343154,68.92871301796174,26.917772832985026
21.529223703257763,68.77791660254181,26.907854845388698
21.599696734025038,68.26216683828537,27.074613643917573
21.68471688289805,68.77011498150317,26.675949135184883
21.53360172118495,68.69683705752718,27.039890982774967
21.21873121178812,69.1036042191356,27.05815745564973
21.39979932915095,69.80537877987756,26.68553010892405
21.77782969759503,67.22773872849248,27.006084725151045
21.55273557422311,67.83971977195434,26.9155906570886
21.565051304817512,68.8814866805504,27.09110641094117
21.392848195873665,68.34759254496684,27.015388455199627
21.841627573740357,68.96917856897095,27.232581917531135
21.648061899263464,69.51833097280173,26.55724210943429
21.439794265356536,69.21742242427551,26.815013383684246
21.652207884965943,67.66684572313348,27.19747646770302
21.378055849809847,68.44341675041048,26.997687294756364
21.39161152756461,68.99121738699785,27.101064958556794
21.392438159084815,68.66938325711867,27.081549593101307
21.465956638765178,69.4055291668794,26.847953659196996
21.466262721690093,70.24799721941416,26.62876409834895
21.352980551877202,68.81002468968478,26.944793499110606
21.43089995961517,68.94656825477247,26.67028998075475
21.60632629198357,68.79545823283634,26.952428995033216
21.39377622808344,68.6964335552335,26.812256394274605
21.783492202483412,68.59384842296708,26.92191882190436
21.461716223999783,69.0879826140359,26.828957643678148
21.725986887910747,68.29866317507513,27.155480997526766
21.483179780205496,68.26780000547163,27.44406401874587
21.665522819328785,68.24008780264008,26.765789821648706
21.780598839068624,67.57693681913744,27.088848862326497
21.624386819505183,68.6260922287575,26.663946681991924
21.661231874494057,69.57557713333162,26.900749899633276
21.43715200521178,68.60291623904429,27.088566392365962
21.530185999571827,69.20635328592975,27.363160334586205
21.421553400894407,68.88614472113274,26.9396738456438
21.556888730683074,68.76342091920893,26.972598259680506
21.708459135589536,69.01731045513797,26.87232371798693
21.370878543416293,69.20192997482486,27.035856386921914
21.656278625571346,67.96242531237729,26.720484044774345
21.54903221923866,69.16750219577725,26.9987504846944
21.496483512603493,68.90664033245858,26.66571759929821
21.452574068518384,69.35355918418578,26.91137933619032
21.159352874392567,70.42421588552452,26.967145384695893
21.500239530013918,68.6117077696462,26.926660749184766
21.76118268851255,67.95060917206087,27.116245037889783
21.66504048915369,69.37438267661146,26.783623904806195
21.49373328541206,69.40792393705499,26.714426682839854
21.673118823431178,67.71129676897162,27.204483830003596
21.704441262395033,67.68423608282102,27.287088978686793
21.38304099191161,69.1534699447057,27.06447959973367
21.440410872474626,68.62732741313633,26.823824429933712
21.565132130204375,68.35939452464359,26.879066735245424
21.683682835739084,67.96068481396716,27.016046360658176
21.21307079412588,68.53150300486708,26.965196060014584
21.661050699960757,69.22105125040385,26.958163780228308
21.424797842412545,69.9729944571548,26.802796286115075
21.36937849217823,69.3959322758308,27.021237285636435
21.39763493953247,68.6784914688769,27.004457639550587
21.621916474103745,68.4057244866485,26.95736355570551
21.557869783874562,68.96659925617921,26.800293564899512
21.571569390131284,68.17417777135016,26.708089967919737
21.531183785789416,70.56301186357238,27.024237799155426
21.65969088532225,68.989123514813,27.10575463877177
21.561580416756513,68.17770896408712,26.81710481816142
21.584221765491293,69.32525356402995,26.299340084774713
21.447249286598712,69.20049245594697,26.82922082128157
21.509674237494735,68.36935982621283,26.835449697381776
21.67694206910456,67.76166107787178,26.865791751227977
21.125771750819155,68.91749001366895,26.866127932936532
21.580950240427434,67.87627088241716,26.964685951118668
21.53401764784049,69.32954587435832,26.932668699650655
21.496147391299168,68.96702483425402,27.246999891688837
21.518392991050952,67.95075418938238,27.061437345366045
21.628450956530422,68.47017800733649,26.773464859471407
21.296275999376284,68.92263759392978,26.936207340701706
21.43408870193655,69.58708785902868,26.88152082822781
21.518868263004588,68.9154891598141,26.91378648326016
21.740622108599016,68.41278249312549,26.830861886545403
21.45203725819474,68.17703612656379,27.045965242125728
21.513574821362976,68.9568324642655,27.16664295658744
21.354824794564852,69.31285157974438,27.091021118097544
21.55712600758803,68.79771990422387,26.658796998451425
21.59295446766237,68.31106381402908,26.80562718217564
21.702800367562322,68.50872066588332,26.964791127853438
21.487360495513837,68.8191808352946,26.71813082006923
21.363867156061612,69.22285915433531,27.04716296288761
21.553948224109472,68.9964422151896,26.9878849455558
21.46976368375419,68.69655944520589,26.83060371404637
21.490923695966114,68.57933845046142,26.812178305942197
21.435097724588246,69.75912084853815,26.78580721445493
21.2818536718053,69.1172952410771,27.064398705234446
21.390674086055405,68.13247822846026,27.208726569064055
21.505221552195064,69.53110253194714,26.575231324451043
21.49853104272614,69.26326359727814,26.827966421311977
21.51897689846958,68.9916274582929,26.866850402339992
21.628123264214985,69.40571165795309,27.040698266702726
21.25432220638777,69.05787513807786,26.710043051843503
21.332272173341334,68.18671790882092,26.92980949402626
21.386246218133106,68.90761650184457,26.718567623564585
21.44050360979024,67.88695193437546,27.093254484976015
22.59416615799956,65.55182139957773,25.235750589495748
22.583163198543197,65.22044748040315,25.358577592616264
22.61340549674616,64.68348596862863,25.479390297341702
22.74804966852817,64.74571856133859,25.694760876010022
22.366446707024377,65.09335705268786,25.52658275984014
22.59169309487562,65.41091007788,25.31733825049204
22.84175603438928,64.65293016952023,25.487660371694194
22.802203687142182,64.5075099873535,25.63453518965278
22.66432704653438,64.37313623053538,25.513966940348148
22.762238489831834,64.51413653073715,25.345051020957463
22.601878394684896,65.58409515161976,25.186429519381782
22.548835843300637,64.79568441494332,25.734809659255816
22.736818259561304,64.37351860335248,25.503733501963307
22.64029118001326,65.21591598215456,25.48056028050464
22.504249403333237,65.04433487401609,25.145753385824708
22.45924036815054,65.79146699288414,25.705373759863118
22.649186085286825,64.83037367143743,25.566321728646702
23.015888490727843,63.80206171265544,25.75797944541221
22.728951105561745,64.91893448666299,25.315045548599635
23.04467197405567,63.57781698550943,25.49495572979578
22.703911361807386,65.30127972834377,25.90482048640418
22.571278838299538,64.80896148807246,25.593730773469453
22.55303180935312,65.18379494699501,25.747098035225612
22.709787088044497,65.82598971122276,25.403850822400162
22.462950702875563,64.8233219392524,25.549756426568496
22.43250678869669,64.76646505951629,25.57764855159525
22.648669920615404,65.56600050739983,25.486219011798145
22.420327844919214,64.81657487937574,25.501865834440192
22.572203969268934,65.69307139899841,25.631374073057465
22.868160773241375,64.62415421874127,25.59346875239659
22.64769718412364,64.76817524071978,25.580681113634366
22.231703462223688,65.7601323631444,25.259145656584195
22.446984432797937,65.73114215180986,25.312304265091747
22.72354737633635,65.1888516398642,25.294605950772823
22.447012450857027,65.80869787323113,25.36268415981844
23.01932603507175,64.97299151352912,25.356317086484164
22.545210856907126,64.84241937502738,25.557466198050278
22.638435823125448,66.05682093908436,25.186330967289507
22.47218919986713,66.0267587342694,25.439215592015184
22.792353410850648,63.93458571781202,25.963377755765144
22.695057508890386,63.80281738362307,25.44930774271623
22.503243413021725,64.11388585220656,25.590436767196074
22.591889120025407,65.31145080859362,25.44558019674133
22.7081859548133,65.66121206076929,25.271957579241764
22.660585634256957,65.19464076269695,25.59886465231022
22.754175458096277,64.70071459702648,25.471085055910933
22.43607239086719,65.08522391983995,25.3057852946571
22.806478402042387,64.82941447114356,25.479338194643542
22.534495758204724,66.02564041893517,25.639778498219258
22.66615749640708,64.9564139825882,25.801873680738915
22.565804308363028,65.98373498176159,25.45201380848988
22.388868272797232,66.42881413231395,25.398766552324005
22.755660828174253,64.64796307147033,25.737195913571355
23.134019784428048,64.77558155381122,25.59026928209085
22.59254125811792,65.28146526964447,25.247413562877774
22.74129166089587,65.32634732837009,25.7660850322403
22.54951018164342,65.05502965501977,25.313652008185464
22.709339440829172,65.18599390372161,25.462466211190712
22.608825582241806,64.54989257615298,25.604798599189877
22.568761211324816,64.39502070009361,25.670874682926367
22.411946663772216,65.9451681342876,25.329386111479543
22.76175892432144,64.63910535274582,26.020943209522773
22.775746661674702,64.67153345719093,25.6190119382776
22.606037329354667,64.94417345393424,25.51635297852922
23.0676042864938,63.441838239252505,25.74282232762328
22.475137450008557,65.66656454809205,25.52101771746451
22.624131494396437,64.27566991411447,25.60429413823766
22.83056506411332,64.45457967124062,25.55426392357297
22.827461074560073,64.14280892562701,25.48308432655137
22.75931731014714,64.56597951017268,25.506792983568587
22.849663400864507,64.82843528417634,25.688240719293784
22.479204428696693,64.90615206283688,25.619408684947253
22.49271656403441,65.93943019344266,25.358363336412868
22.61729775726351,65.24764205634709,25.583388724468787
22.55488189176236,64.56090631131043,25.533178855624957
22.497474846236052,65.76696313063007,25.484411338244847
22.537413475704476,64.88337365040074,25.6867935334721
22.419437609984882,66.17191392242869,25.6168181611908
22.756996666175755,65.09490014101374,25.470862419878202
22.546044684690717,65.32504697949837,25.486408481690564
22.471673268610004,64.50308491144784,25.589305444439958
22.82503196267229,65.01648687555024,25.69270859649034
22.629447763198293,64.42404252441109,25.637047632083036
22.649565724421628,65.13754116005734,25.365923921107278
22.43165364577105,65.61268089943948,25.716262437789823
22.670622355903784,65.287898649016,25.42839839171048
22.780712289888687,65.79824668582317,25.670573150222772
22.556667276808213,65.02942033137028,25.53180642297087
22.768515698709084,64.84406921734823,25.42225979526851
22.57153408663125,65.08721433228742,25.582941289593997
22.894333485941218,65.08409996796908,25.555949121466988
22.607985418997735,65.13066971803173,25.275456267175986
22.81785979590301,65.32911252865858,25.340613425403124
22.568439135078197,64.94632107744124,25.56706654520238
22.916646053829524,65.77391367538411,25.52244793177978
22.372859369621096,65.28678827039855,25.569157074362007
23.007072587043723,64.03979054270528,25.603876140931767
22.43523159312252,65.98793362183025,25.45902463360853
22.870653764478185,64.20442635650937,25.659803590969855
22.53317207015848,65.21850781172024,25.91595468572187
22.638433228697423,64.64213054132733,25.021904004993
22.707761907086876,64.38651225706202,25.483857109319864
22.658832817972375,65.32142127793814,25.65252173691785
22.447367261503622,65.37269189226569,25.687835105883153
22.663125619340928,65.4864556508891,25.63126465626442
22.57131822366376,65.85019525986431,25.92177544709425
22.647789018546995,64.98883368692813,25.458522012590496
22.708158497881815,65.32760947063308,25.2546195280848
22.63374376189637,64.17846010091141,25.193112903134452
22.74195673864889,65.57541106747696,25.27688829443745
22.725615098894654,64.24922166918194,25.564516050598037
22.44697229789605,65.65044280116145,25.355503809456646
22.46838338946575,65.09815815395588,25.894776292988922
22.551498013958998,64.84245699252698,25.466311530719594
22.390246937747406,64.90046428216947,25.199081656144937
22.646909175435457,64.86562008309512,25.325745465644303
22.7634925318917,64.65333506225642,25.801953367492562
22.359575068679327,66.16975445570598,25.424715849500593
22.664361062726716,64.96263126682601,25.525448597387797
22.55314327891537,65.07853286397663,25.194944213934964
22.520044233337934,65.04177189684944,25.305216525385678
22.944079736536917,64.71975510618735,25.58151563510098
22.6604524498013,63.347697516003684,25.696069793049613
23.16263518612259,64.45870868690784,25.662801396292096
22.88599116670972,64.20910967893431,25.768101750961762
22.59853654107138,66.29905987206088,25.126634839778916
22.90013848756242,65.13295144518118,25.62200900552911
23.033664243135274,64.77011158842838,25.301806887464245
22.73112283286903,64.07949170494776,25.664745642117797
22.675147435445254,65.70594257896796,25.617250895186743
22.621513593800803,65.1132850392219,25.317045936094843
22.460758133656228,64.56961689717356,25.837496975850584
22.471234530318412,65.140180587435,25.376538350169966
22.58792083501727,65.05035569440504,25.49154522105496
22.301833268522767,65.02940189366448,25.72091666410446
22.399474830629032,64.75597167027748,25.530495944381027
22.775200159860677,65.13886076024777,25.591745654624365
22.706378682557748,64.63894608515582,25.45662641693137
22.598070905318714,65.26449225154924,25.432595271790067
22.60876048795074,65.86276626493964,25.491519627180626
22.61775552005817,66.61297095197655,25.315936826829912
22.642851444182465,66.03288351116232,25.513057878660266
22.326018219726127,65.43028975126869,25.485959338899022
22.71262520688313,64.84748710843131,25.501325959340306
22.6320622463249,63.92958331850815,25.32258840938619
22.509318869413367,65.94775632052509,25.468361587539643
23.105403155476402,64.28797771537991,25.41581421517186
22.47190434312921,64.22394993630476,25.682212806582463
22.67656761258673,65.01826041468688,25.39943625660088
22.759624817127687,64.61515062600658,25.51436501781554
22.470593835550435,65.78415768199424,25.645609898511797
22.67689347795371,63.62480941017337,25.88964583140488
22.547820835801136,64.64278301523522,25.819233819872732
22.444306632103345,65.34748693039809,25.62364367295919
22.507202899175226,65.98086614620087,25.552262526888356
22.554383168566392,66.0476343165256,25.587234390252593
22.47519154875274,65.18224352416276,25.63287377420338
22.95770503936025,64.5300163801703,25.602072781224702
22.64023439370488,64.85811825239203,25.689551193840853
23.23737912174251,64.51855005182578,25.552714977770464
22.85370002227861,64.89803692915726,25.336679511494616
22.81597565049185,64.24078550856642,25.744450457037527
22.367543071004338,65.69185203461382,25.317676007498108
22.56305536812367,65.3199773246165,25.596654985244548
22.86510017780135,65.21357959832105,25.236354173941034
22.56550214552129,64.3438443747284,25.571555714787298
22.516199341939284,64.70968067853933,25.263903722532557
22.90800960612005,64.22472825654654,25.49525007245005
22.46246508271021,64.63682108535883,25.76271733025128
22.681053440367887,64.14956581143876,25.07852426398328
22.8209282537768,63.94290884302879,25.649567300729277
22.712538864548712,65.2927821745732,25.301910182776755
22.766031375451643,65.47698398887074,25.64604617565861
22.483350729756122,65.49017336110047,25.562843585240387
22.929732467932563,65.202823390999,25.865848011398647
22.62272449837688,65.37853828313916,25.331236336580233
22.64412105958482,64.62805437261689,25.892289166666085
22.765820468872672,64.96199701367317,25.402556017602265
22.583203116851987,65.11394736109716,25.458112181660848
22.654761887402227,63.70798639044022,25.794031040980837
22.664285211273445,64.90338368976857,25.579020412057666
22.840171957231014,65.09846170983461,25.683245279442477
22.575121117887562,65.3214843934689,25.596430059886494
22.576320090751004,65.84931819213038,25.574618020646497
22.70770957669205,64.65340112955755,25.243133358207263
22.668688787720924,64.85914695064001,25.345884309968152
22.910503449053028,65.05471798500328,25.3986245959444
22.643735954418887,65.97719759352631,25.524108333568602
22.553836918399877,65.29745469310943,25.3516495012441
22.703535221315754,64.42845853012204,25.600694218814105
22.767717172371494,64.87983803803397,25.590664486919493
22.681178986663024,64.97447690684442,25.54430730914212
22.580230295591086,65.76339031498563,25.382694031888203
22.339017460516455,65.19961247707852,25.52025277778842
22.928808678928597,64.4040882946074,25.577209689449507
22.751111853946004,65.6378494932833,25.272472081202363
22.468970905857454,65.43937410921014,25.224923694798278
22.62740521323489,65.29958839125753,25.53203306415769
22.511480438368796,65.58047464941777,25.28007401266907
22.526561732420465,65.10096228529059,25.375749450681933
22.571848023729906,65.56053943883174,25.856102586041278
22.854325803160535,63.9795121464602,25.598490022707907
22.87751356734484,64.55678483792659,25.718225141774777
22.889684498548927,64.80906354778956,25.743902382157493
22.717555407563896,64.97749227390997,25.777651003229856
23.08076408197692,64.15642780868369,25.48908979914689
22.44775816103886,65.39413303736026,25.632452232801775
22.7329628035849,64.33160569631386,25.987531387208307
22.95967660173694,64.80516611486298,25.76927705133335
22.786781007952033,65.18828748478707,25.719332638730254
22.783502373978283,64.36229515558449,25.505406003640573
22.667460583055576,65.17606553960321,25.502490800383356
22.598438068409674,66.16043756001444,25.247148796108046
22.90337570534878,64.61332837161027,25.474177539264073
22.715815124408135,64.75259512482035,25.716962872533443
23.002992660341555,64.54502538663583,25.56955906811525
22.88891501048174,64.68882322027426,25.363246745743417
22.638627902304986,64.84830949425093,25.672388690086265
22.49554738853623,65.71940316671024,25.293720680923006
22.604080228559088,63.37977727156756,25.787442102432298
22.693928596118923,64.5509170756131,25.20203618280868
22.666010680654775,64.37724458459934,25.64959473039675
22.566735014259027,65.41549125704782,25.463625835228996
22.536201780100726,64.3005460076609,25.655036286207974
22.60147502048138,65.3236435957551,25.505507739961732
22.566289566322855,65.68220984205794,25.471481537303347
22.825572892510344,64.65456518610146,25.19553968635708
22.46885524640089,64.69848113414531,25.32019492332733
22.87112955978664,64.67623413949451,25.754997882894944
22.13773153307844,66.42765035169607,25.372654805635104
22.430185400573166,64.46201380289529,25.680198532048593
22.812798962823823,64.1456538422566,25.898224719352186
22.667132843586238,66.11240835175309,25.623668616386798
22.705587521021545,65.08586640855977,25.606608343367824
22.56060441189537,64.68198738328927,25.85962698441894
22.595345600556172,64.99137899140663,25.415744534400382
22.640842025975555,65.23644397087781,25.38902083381869
22.441237383024696,65.59584298082473,25.55930793382974
22.693434193357962,65.62474737200743,25.325950533575256
22.75708386870302,64.99195019948516,25.399150303150677
22.836835184548313,64.24478872797235,25.424810511249095
22.57230862115639,65.53714711441923,25.751767472582827
22.786292690449855,64.33288732413209,25.612760561243025
22.598848458710197,65.36884206361219,25.09999342271936
22.461810672665074,64.74445620677119,25.509839568973177
22.75723076721767,64.88987289059415,25.383002355824875
22.35433567569609,66.17245930699487,25.33618474110454
22.760794498071014,64.17018070315223,25.808298262868586
22.53613272039888,65.46170507268748,25.451325214442946
22.68473726202897,64.79098717311409,25.49426587545452
22.600790716668964,64.97777677952205,25.512381707077008
22.536249176107887,64.56915995497715,25.646424569520647
22.619680689003,65.88337524094429,25.282245438250083
22.79224753326778,65.45927945146798,25.582970772162007
22.726696741319206,64.61281506171805,25.649542195639235
22.60234726042538,65.39859963247122,25.645903404447317
22.983633641551272,65.3372069907121,25.53195238050601
22.669037650170715,64.9822789808828,25.804639658142808
22.63061352510274,65.7948891226281,25.031438656462836
22.684656728119247,64.41466277167805,25.644774814356857
22.498206620812294,65.17718571779929,25.30416482083945
22.361744232654903,65.55256206447498,25.53381825873528
22.666480758594812,64.70931412982858,25.754162429103882
22.875551789709327,65.44938788139407,25.456867806866736
22.58718592526449,64.14366874198046,25.36074610567557
22.552349168341276,65.21352682411793,25.459293440264474
22.690645923248884,65.19473192229646,25.431675172099446
22.450222219320583,65.9048450103643,25.044343634552295
22.79010651474606,64.86100715224305,25.752278540220786
22.561301934377838,64.16152928112643,25.218364786048287
22.683300179982528,64.87566160654575,25.58049144479376
22.54251164416363,64.67676167673251,25.75725617678581
22.867463670784534,64.68521935523647,25.785145630127936
22.765626001648208,65.41098199368754,25.550662459545325
22.605994513532433,64.82859709355647,25.655598753337454
22.824179296352234,65.51334091051748,25.17977516598413
22.604799577345084,65.34544797939571,25.503349119691567
22.60379023253241,65.28665972788275,25.570555555376068
23.02882290322914,64.469819654109,25.80546377291906
22.879291613297976,64.7846104583962,25.359813990460257
22.609675332465866,65.07020440766617,25.54594272223877
22.434287606902245,64.89800685741743,25.538778462012115
